Client,E-DMS,PB-E,MQL,ME,Response Count,Bounce count,WON,Date,Inboxes,Prospects Count,Week,Month,Year,MQL Diff,ME Diff,WON Diff,Client Name,Sequencer,Negative,Out of Office Accumulated,Human Replies,Human Replies Accumulated,Out of Office,Schedule volume for Today,Schedule volume for Tomorrow,Schedule volume for Day after tomorrow,Invitations sent,Schedule volume for Today (Aimfox),Schedule volume for Tomorrow (Aimfox),Schedule volume for Day after tomorrow (Aimfox)
29,300,,,,5,0,,2025-09-08,30,4386,,,,,,,,Bizon,,77,8,46,0,,,,,,,
26,1489,,,,29,0,,2025-09-08,300,10657,,,,,,,,Bizon,,893,9,133,29,,,,,,,
24,300,,,,1,0,,2025-09-08,30,3135,,,,,,,,Bizon,,16,0,36,1,,,,,,,
27,300,,,,17,0,,2025-09-08,30,1927,,,,,,,,Bizon,,88,8,28,10,,,,,,,
12,300,,,,7,0,,2025-09-08,60,1122,,,,,,,,Bizon,,28,4,39,4,,,,,,,
3,915,,,,16,0,,2025-09-08,150,6052,,,,,,,,Bizon,,109,3,151,15,,,,,,,
28,0,,,,2,0,,2025-09-08,40,1329,,,,,,,,Bizon,,22,2,106,0,,,,,,,
2,741,,,,15,0,,2025-09-09,150,7395,,,,,,,,Bizon,,347,10,146,5,,,,,,,
11,750,,,,19,0,,2025-09-09,150,5805,,,,,,,,Bizon,,252,9,265,11,,,,,,,
9,300,,,,10,0,,2025-09-09,30,2838,,,,,,,,Bizon,,91,7,91,3,,,,,,,
7,2,,,,0,0,,2025-09-09,30,1503,,,,,,,,Bizon,,63,0,85,0,,,,,,,
22,172,,,,1,0,,2025-09-09,30,1503,,,,,,,,Bizon,,22,0,99,1,,,,,,,
19,0,,,,0,0,,2025-09-09,30,1937,,,,,,,,Bizon,,162,0,49,0,,,,,,,
25,702,,,,23,0,,2025-09-09,111,9281,,,,,,,,Bizon,,128,20,321,4,,,,,,,
41,356,,,,31,0,,2025-09-09,39,1388,,,,,,,,Bizon,,69,19,33,13,,,,,,,
23,300,,,,4,0,,2025-09-09,30,4536,,,,,,,,Bizon,,108,2,40,2,,,,,,,
6,8,,,,0,0,,2025-09-09,30,2362,,,,,,,,Bizon,,94,0,31,0,,,,,,,
5,300,,,,5,0,,2025-09-09,30,2214,,,,,,,,Bizon,,90,2,40,3,,,,,,,
29,300,,,,2,0,,2025-09-09,30,4386,,,,,,,,Bizon,,77,2,48,0,,,,,,,
26,1347,,,,24,0,,2025-09-09,300,10657,,,,,,,,Bizon,,909,10,143,16,,,,,,,
24,300,,,,5,0,,2025-09-09,30,3135,,,,,,,,Bizon,,16,5,41,0,,,,,,,
27,294,,,,10,0,,2025-09-09,30,1927,,,,,,,,Bizon,,97,1,29,9,,,,,,,
12,300,,,,5,0,,2025-09-09,60,1122,,,,,,,,Bizon,,29,6,45,1,,,,,,,
3,1484,,,,11,0,,2025-09-09,150,7074,,,,,,,,Bizon,,118,4,155,9,,,,,,,
28,0,,,,0,0,,2025-09-09,40,1329,,,,,,,,Bizon,,22,0,106,0,,,,,,,
2,739,,,,9,0,,2025-09-10,150,7395,,,,,,,,Bizon,,352,5,151,5,,,,,,,
11,742,,,,13,0,,2025-09-10,150,5805,,,,,,,,Bizon,,258,8,273,6,,,,,,,
9,299,,,,6,0,,2025-09-10,30,2838,,,,,,,,Bizon,,96,1,92,5,,,,,,,
7,1,,,,0,0,,2025-09-10,30,1503,,,,,,,,Bizon,,63,0,85,0,,,,,,,
22,0,,,,0,0,,2025-09-10,30,1503,,,,,,,,Bizon,,22,0,99,0,,,,,,,
19,0,,,,0,0,,2025-09-10,30,1937,,,,,,,,Bizon,,162,0,49,0,,,,,,,
25,723,,,,21,0,,2025-09-10,111,9281,,,,,,,,Bizon,,130,19,340,2,,,,,,,
41,305,,,,24,0,,2025-09-10,39,1388,,,,,,,,Bizon,,83,10,43,14,,,,,,,
23,299,,,,4,0,,2025-09-10,30,4536,,,,,,,,Bizon,,110,2,42,2,,,,,,,
6,0,,,,0,0,,2025-09-10,30,2362,,,,,,,,Bizon,,94,0,31,0,,,,,,,
5,300,,,,5,0,,2025-09-10,30,2214,,,,,,,,Bizon,,93,2,42,3,,,,,,,
29,300,,,,4,0,,2025-09-10,30,4386,,,,,,,,Bizon,,78,3,51,1,,,,,,,
26,85,,,,5,0,,2025-09-10,300,10657,,,,,,,,Bizon,,915,-1,142,6,,,,,,,
24,296,,,,8,0,,2025-09-10,30,3135,,,,,,,,Bizon,,19,5,46,3,,,,,,,
27,299,,,,10,0,,2025-09-10,30,1927,,,,,,,,Bizon,,104,4,33,7,,,,,,,
12,287,,,,2,0,,2025-09-10,60,1122,,,,,,,,Bizon,,29,2,47,0,,,,,,,
3,1425,,,,26,0,,2025-09-10,150,7074,,,,,,,,Bizon,,137,9,164,19,,,,,,,
28,0,,,,1,0,,2025-09-10,40,1329,,,,,,,,Bizon,,22,1,107,0,,,,,,,
34,300,,,,32,0,,2025-09-10,30,1563,,,,,,,,Bizon,,25,9,9,,,,,,,,
2,743,,,,17,0,,2025-09-11,150,7395,,,,,,,,Bizon,,364,7,158,12,,,,,,,
11,742,,,,13,0,,2025-09-11,150,5805,,,,,,,,Bizon,,264,8,281,6,,,,,,,
9,299,,,,1,0,,2025-09-11,30,2838,,,,,,,,Bizon,,97,0,92,1,,,,,,,
7,1,,,,0,0,,2025-09-11,30,1503,,,,,,,,Bizon,,63,0,85,0,,,,,,,
22,0,,,,0,0,,2025-09-11,30,1503,,,,,,,,Bizon,,22,0,99,0,,,,,,,
19,0,,,,0,0,,2025-09-11,30,1937,,,,,,,,Bizon,,162,0,49,0,,,,,,,
25,548,,,,11,0,,2025-09-11,111,9281,,,,,,,,Bizon,,131,10,350,1,,,,,,,
41,88,,,,4,0,,2025-09-11,39,1388,,,,,,,,Bizon,,86,1,44,3,,,,,,,
23,300,,,,5,0,,2025-09-11,30,4536,,,,,,,,Bizon,,114,2,44,4,,,,,,,
6,0,,,,0,0,,2025-09-11,30,2362,,,,,,,,Bizon,,94,0,31,0,,,,,,,
5,300,,,,3,0,,2025-09-11,30,2214,,,,,,,,Bizon,,97,2,44,4,,,,,,,
29,300,,,,3,0,,2025-09-11,30,4386,,,,,,,,Bizon,,79,3,54,1,,,,,,,
26,74,,,,6,0,,2025-09-11,300,10657,,,,,,,,Bizon,,920,1,143,5,,,,,,,
24,293,,,,6,0,,2025-09-11,30,3135,,,,,,,,Bizon,,19,6,52,0,,,,,,,
27,298,,,,10,0,,2025-09-11,30,1927,,,,,,,,Bizon,,112,2,35,8,,,,,,,
12,12,,,,0,0,,2025-09-11,60,1122,,,,,,,,Bizon,,29,0,47,0,,,,,,,
3,976,,,,11,0,,2025-09-11,150,7074,,,,,,,,Bizon,,153,-4,160,16,,,,,,,
28,0,,,,0,0,,2025-09-11,40,1329,,,,,,,,Bizon,,22,0,107,0,,,,,,,
34,303,,,,27,0,,2025-09-11,30,1563,,,,,,,,Bizon,,52,5,14,27,,,,,,,
2,749,,,,11,0,,2025-09-12,100,7395,,,,,,,,Bizon,,373,5,163,9,,,,,,,
11,561,,,,20,0,,2025-09-12,150,5805,,,,,,,,Bizon,,277,9,290,13,,,,,,,
9,300,,,,1,0,,2025-09-12,30,2838,,,,,,,,Bizon,,97,1,93,0,,,,,,,
7,0,,,,0,0,,2025-09-12,30,1503,,,,,,,,Bizon,,63,0,85,0,,,,,,,
25,543,,,,24,0,,2025-09-12,111,9281,,,,,,,,Bizon,,132,23,373,1,,,,,,,
41,0,,,,0,0,,2025-09-12,39,1388,,,,,,,,Bizon,,86,0,44,0,,,,,,,
23,300,,,,3,0,,2025-09-12,30,4536,,,,,,,,Bizon,,117,1,45,3,,,,,,,
5,299,,,,1,0,,2025-09-12,30,2214,,,,,,,,Bizon,,97,1,45,0,,,,,,,
29,0,,,,0,0,,2025-09-12,30,4386,,,,,,,,Bizon,,79,0,54,0,,,,,,,
26,0,,,,0,0,,2025-09-12,300,10657,,,,,,,,Bizon,,920,0,143,0,,,,,,,
24,294,,,,6,0,,2025-09-12,30,3135,,,,,,,,Bizon,,21,5,57,2,,,,,,,
27,297,,,,9,0,,2025-09-12,30,1927,,,,,,,,Bizon,,118,4,39,6,,,,,,,
12,0,,,,1,0,,2025-09-12,60,1122,,,,,,,,Bizon,,29,1,48,0,,,,,,,
3,686,,,,19,0,,2025-09-12,150,7074,,,,,,,,Bizon,,167,7,167,14,,,,,,,
28,0,,,,1,0,,2025-09-12,40,1329,,,,,,,,Bizon,,22,1,108,0,,,,,,,
34,290,,,,13,0,,2025-09-12,30,1563,,,,,,,,Bizon,,68,-2,12,16,,,,,,,
2,0,,,,0,0,,2025-09-13,100,7395,,,,,,,,Bizon,,373,0,163,0,,,,,,,
11,0,,,,0,0,,2025-09-13,150,5805,,,,,,,,Bizon,,277,0,290,0,,,,,,,
9,0,,,,0,0,,2025-09-13,30,2838,,,,,,,,Bizon,,97,0,93,0,,,,,,,
7,0,,,,0,0,,2025-09-13,30,1503,,,,,,,,Bizon,,63,0,85,0,,,,,,,
25,0,,,,2,0,,2025-09-13,111,9281,,,,,,,,Bizon,,132,2,375,0,,,,,,,
41,0,,,,0,0,,2025-09-13,39,1388,,,,,,,,Bizon,,86,0,44,0,,,,,,,
23,0,,,,0,0,,2025-09-13,30,4536,,,,,,,,Bizon,,117,0,45,0,,,,,,,
5,0,,,,0,0,,2025-09-13,30,2214,,,,,,,,Bizon,,97,0,45,0,,,,,,,
26,0,,,,0,0,,2025-09-13,200,10657,,,,,,,,Bizon,,920,0,143,0,,,,,,,
24,0,,,,1,0,,2025-09-13,30,3135,,,,,,,,Bizon,,21,2,59,0,,,,,,,
27,0,,,,0,0,,2025-09-13,30,1927,,,,,,,,Bizon,,118,0,39,0,,,,,,,
12,0,,,,0,0,,2025-09-13,60,1122,,,,,,,,Bizon,,29,0,48,0,,,,,,,
3,0,,,,0,0,,2025-09-13,150,7074,,,,,,,,Bizon,,167,0,167,0,,,,,,,
28,0,,,,0,0,,2025-09-13,40,1329,,,,,,,,Bizon,,22,0,108,0,,,,,,,
34,0,,,,0,0,,2025-09-13,30,1563,,,,,,,,Bizon,,68,0,12,0,,,,,,,
2,0,,,,0,0,,2025-09-14,100,7395,,,,,,,,Bizon,,373,0,163,0,,,,,,,
11,0,,,,0,0,,2025-09-14,150,5805,,,,,,,,Bizon,,277,0,290,0,,,,,,,
9,0,,,,0,0,,2025-09-14,30,2838,,,,,,,,Bizon,,97,0,93,0,,,,,,,
7,0,,,,0,0,,2025-09-14,30,1503,,,,,,,,Bizon,,63,0,85,0,,,,,,,
25,0,,,,2,0,,2025-09-14,111,9281,,,,,,,,Bizon,,132,2,377,0,,,,,,,
41,0,,,,0,0,,2025-09-14,39,1388,,,,,,,,Bizon,,86,0,44,0,,,,,,,
23,0,,,,0,0,,2025-09-14,30,4536,,,,,,,,Bizon,,117,0,45,0,,,,,,,
5,0,,,,0,0,,2025-09-14,30,2214,,,,,,,,Bizon,,97,0,45,0,,,,,,,
26,0,,,,0,0,,2025-09-14,200,10657,,,,,,,,Bizon,,920,0,143,0,,,,,,,
24,0,,,,0,0,,2025-09-14,30,3135,,,,,,,,Bizon,,21,0,59,0,,,,,,,
27,0,,,,0,0,,2025-09-14,30,1927,,,,,,,,Bizon,,118,0,39,0,,,,,,,
12,0,,,,0,0,,2025-09-14,60,1122,,,,,,,,Bizon,,29,0,48,0,,,,,,,
3,0,,,,0,0,,2025-09-14,150,7074,,,,,,,,Bizon,,167,0,167,0,,,,,,,
28,0,,,,1,0,,2025-09-14,40,1329,,,,,,,,Bizon,,22,1,109,0,,,,,,,
34,0,,,,0,0,,2025-09-14,30,1563,,,,,,,,Bizon,,68,0,12,0,,,,,,,
2,749,,,,13,0,,2025-09-15,100,7395,,,,,,,,Bizon,,382,8,171,9,,,,,,,
11,753,,,,11,0,,2025-09-15,150,6313,,,,,,,,Bizon,,283,5,295,6,,,,,,,
9,297,,,,3,0,,2025-09-15,30,2838,,,,,,,,Bizon,,98,3,96,1,,,,,,,
7,0,,,,0,0,,2025-09-15,30,1503,,,,,,,,Bizon,,63,0,85,0,,,,,,,
25,408,,,,11,0,,2025-09-15,111,9281,,,,,,,,Bizon,,135,8,385,3,,,,,,,
41,0,,,,1,0,,2025-09-15,39,1388,,,,,,,,Bizon,,86,1,45,0,,,,,,,
23,300,,,,2,0,,2025-09-15,30,4536,,,,,,,,Bizon,,119,1,46,2,,,,,,,
5,299,,,,5,0,,2025-09-15,75,2214,,,,,,,,Bizon,,102,1,46,5,,,,,,,
26,1500,,,,39,0,,2025-09-15,200,10657,,,,,,,,Bizon,,953,11,154,33,,,,,,,
24,300,,,,3,0,,2025-09-15,30,3135,,,,,,,,Bizon,,23,2,61,2,,,,,,,
27,292,,,,10,0,,2025-09-15,30,1927,,,,,,,,Bizon,,125,3,42,7,,,,,,,
12,418,,,,10,0,,2025-09-15,60,1366,,,,,,,,Bizon,,32,8,56,3,,,,,,,
3,774,,,,3,0,,2025-09-15,150,7074,,,,,,,,Bizon,,174,-4,163,7,,,,,,,
28,0,,,,0,0,,2025-09-15,40,1329,,,,,,,,Bizon,,22,0,109,0,,,,,,,
34,297,,,,13,0,,2025-09-15,30,1563,,,,,,,,Bizon,,74,7,19,6,,,,,,,
39,150,,,,11,0,,2025-09-15,32,823,,,,,,,,Bizon,,5,25,25,,,,,,,,
2,744,,,,19,0,,2025-09-16,100,7395,,,,,,,,Bizon,,395,10,181,13,,,,,,,
11,655,,,,28,0,,2025-09-16,150,6313,,,,,,,,Bizon,,303,10,305,20,,,,,,,
9,298,,,,7,0,,2025-09-16,30,2838,,,,,,,,Bizon,,103,3,99,5,,,,,,,
7,0,,,,0,0,,2025-09-16,30,1503,,,,,,,,Bizon,,63,0,85,0,,,,,,,
25,410,,,,11,0,,2025-09-16,111,9281,,,,,,,,Bizon,,138,8,393,3,,,,,,,
41,231,,,,7,0,,2025-09-16,39,2422,,,,,,,,Bizon,,87,6,51,1,,,,,,,
23,176,,,,0,0,,2025-09-16,30,4536,,,,,,,,Bizon,,120,-1,45,1,,,,,,,
5,233,,,,4,0,,2025-09-16,75,2214,,,,,,,,Bizon,,103,5,51,1,,,,,,,
26,518,,,,9,0,,2025-09-16,200,10657,,,,,,,,Bizon,,958,5,159,5,,,,,,,
24,300,,,,8,0,,2025-09-16,30,3135,,,,,,,,Bizon,,23,8,69,0,,,,,,,
27,301,,,,11,0,,2025-09-16,30,2069,,,,,,,,Bizon,,132,4,46,7,,,,,,,
12,314,,,,4,0,,2025-09-16,60,1366,,,,,,,,Bizon,,37,0,56,5,,,,,,,
3,656,,,,7,0,,2025-09-16,150,7074,,,,,,,,Bizon,,179,3,166,5,,,,,,,
28,0,,,,2,0,,2025-09-16,40,1329,,,,,,,,Bizon,,22,3,112,0,,,,,,,
34,296,,,,11,0,,2025-09-16,30,1563,,,,,,,,Bizon,,81,6,25,7,,,,,,,
39,151,,,,15,0,,2025-09-16,32,823,,,,,,,,Bizon,,22,-2,23,17,,,,,,,
2,263,,,,15,0,,2025-09-17,100,7395,,,,,,,,Bizon,,407,3,184,12,,,,,,,
11,781,,,,40,0,,2025-09-17,150,7083,,,,,,,,Bizon,,332,15,320,29,,,,,,,
9,153,,,,2,0,,2025-09-17,30,2838,,,,,,,,Bizon,,104,2,101,1,,,,,,,
7,0,,,,0,0,,2025-09-17,30,1503,,,,,,,,Bizon,,63,0,85,0,,,,,,,
25,378,,,,6,0,,2025-09-17,111,9281,,,,,,,,Bizon,,138,6,399,0,,,,,,,
41,210,,,,9,0,,2025-09-17,39,2422,,,,,,,,Bizon,,94,4,55,7,,,,,,,
23,0,,,,0,0,,2025-09-17,30,4536,,,,,,,,Bizon,,120,0,45,0,,,,,,,
5,256,,,,4,0,,2025-09-17,75,2214,,,,,,,,Bizon,,105,2,53,2,,,,,,,
26,57,,,,0,0,,2025-09-17,200,10657,,,,,,,,Bizon,,958,0,159,0,,,,,,,
24,299,,,,4,0,,2025-09-17,30,3135,,,,,,,,Bizon,,23,4,73,0,,,,,,,
27,242,,,,8,0,,2025-09-17,30,2069,,,,,,,,Bizon,,138,2,48,6,,,,,,,
12,414,,,,7,0,,2025-09-17,60,1366,,,,,,,,Bizon,,46,0,56,9,,,,,,,
3,702,,,,9,0,,2025-09-17,150,7074,,,,,,,,Bizon,,188,0,166,9,,,,,,,
28,0,,,,0,0,,2025-09-17,40,1329,,,,,,,,Bizon,,22,0,112,0,,,,,,,
34,300,,,,18,0,,2025-09-17,30,1563,,,,,,,,Bizon,,91,11,36,10,,,,,,,
39,320,,,,17,0,,2025-09-17,32,823,,,,,,,,Bizon,,36,4,27,14,,,,,,,
2,3,,,,0,0,,2025-09-18,100,7395,,,,,,,,Bizon,,408,-1,183,1,,,,,,,
11,79,,,,8,0,,2025-09-18,150,7083,,,,,,,,Bizon,,343,-3,317,11,,,,,,,
9,0,,,,0,0,,2025-09-18,30,2838,,,,,,,,Bizon,,104,0,101,0,,,,,,,
7,0,,,,0,0,,2025-09-18,30,1503,,,,,,,,Bizon,,63,0,85,0,,,,,,,
25,409,,,,8,0,,2025-09-18,111,9281,,,,,,,,Bizon,,138,9,408,0,,,,,,,
41,147,,,,9,0,,2025-09-18,39,2422,,,,,,,,Bizon,,99,4,59,5,,,,,,,
5,8,,,,1,0,,2025-09-18,75,2214,,,,,,,,Bizon,,105,1,54,0,,,,,,,
12,313,,,,11,0,,2025-09-18,60,1366,,,,,,,,Bizon,,53,5,61,7,,,,,,,
26,42,,,,2,0,,2025-09-18,200,10657,,,,,,,,Bizon,,960,0,159,2,,,,,,,
24,297,,,,6,0,,2025-09-18,30,3135,,,,,,,,Bizon,,23,6,79,0,,,,,,,
27,9,,,,0,0,,2025-09-18,30,2069,,,,,,,,Bizon,,139,-1,47,1,,,,,,,
3,5,,,,0,0,,2025-09-18,150,7074,,,,,,,,Bizon,,189,0,166,1,,,,,,,
28,0,,,,0,0,,2025-09-18,40,1329,,,,,,,,Bizon,,22,0,112,0,,,,,,,
34,297,,,,20,0,,2025-09-18,30,1563,,,,,,,,Bizon,,100,12,48,9,,,,,,,
39,202,,,,11,0,,2025-09-18,32,823,,,,,,,,Bizon,,41,7,34,5,,,,,,,
36,0,,,,0,0,,2025-09-18,79,5071,,,,,,,,Bizon,,0,0,0,,,,,,,,
2,499,,,,4,0,,2025-09-19,100,7395,,,,,,,,Bizon,,412,2,185,4,,,,,,,
11,0,,,,4,0,,2025-09-19,150,7083,,,,,,,,Bizon,,343,4,321,0,,,,,,,
7,0,,,,0,0,,2025-09-19,30,1503,,,,,,,,Bizon,,63,0,85,0,,,,,,,
25,394,,,,3,0,,2025-09-19,111,9281,,,,,,,,Bizon,,138,3,411,0,,,,,,,
41,138,,,,5,0,,2025-09-19,39,2422,,,,,,,,Bizon,,102,3,62,3,,,,,,,
5,0,,,,0,0,,2025-09-19,75,2214,,,,,,,,Bizon,,105,0,54,0,,,,,,,
12,95,,,,3,0,,2025-09-19,60,1366,,,,,,,,Bizon,,55,2,63,2,,,,,,,
26,17,,,,0,0,,2025-09-19,200,10657,,,,,,,,Bizon,,960,0,159,0,,,,,,,
24,297,,,,3,0,,2025-09-19,30,3135,,,,,,,,Bizon,,24,2,81,1,,,,,,,
27,0,,,,0,0,,2025-09-19,30,2069,,,,,,,,Bizon,,139,0,47,0,,,,,,,
3,0,,,,0,0,,2025-09-19,150,7074,,,,,,,,Bizon,,189,0,166,0,,,,,,,
28,0,,,,0,0,,2025-09-19,40,1329,,,,,,,,Bizon,,22,0,112,0,,,,,,,
36,0,,,,0,0,,2025-09-19,79,5071,,,,,,,,Bizon,,0,0,0,0,,,,,,,
34,296,,,,9,0,,2025-09-19,30,1563,,,,,,,,Bizon,,105,4,52,5,,,,,,,
39,0,,,,2,0,,2025-09-19,32,823,,,,,,,,Bizon,,41,2,36,0,,,,,,,
2,0,,,,0,0,,2025-09-20,100,7395,,,,,,,,Bizon,,412,0,185,0,,,,,,,
11,0,,,,0,0,,2025-09-20,150,7083,,,,,,,,Bizon,,343,0,321,0,,,,,,,
7,0,,,,0,0,,2025-09-20,30,1503,,,,,,,,Bizon,,63,0,85,0,,,,,,,
25,0,,,,1,0,,2025-09-20,111,9281,,,,,,,,Bizon,,138,2,413,0,,,,,,,
41,0,,,,0,0,,2025-09-20,39,2422,,,,,,,,Bizon,,102,0,62,0,,,,,,,
5,0,,,,0,0,,2025-09-20,75,2214,,,,,,,,Bizon,,105,0,54,0,,,,,,,
12,0,,,,0,0,,2025-09-20,60,1366,,,,,,,,Bizon,,55,0,63,0,,,,,,,
26,0,,,,0,0,,2025-09-20,200,10657,,,,,,,,Bizon,,960,0,159,0,,,,,,,
24,0,,,,0,0,,2025-09-20,30,3135,,,,,,,,Bizon,,24,0,81,0,,,,,,,
27,0,,,,0,0,,2025-09-20,30,2069,,,,,,,,Bizon,,139,0,47,0,,,,,,,
3,0,,,,0,0,,2025-09-20,150,7074,,,,,,,,Bizon,,189,0,166,0,,,,,,,
28,0,,,,0,0,,2025-09-20,40,1329,,,,,,,,Bizon,,22,0,112,0,,,,,,,
36,0,,,,0,0,,2025-09-20,79,5071,,,,,,,,Bizon,,0,0,0,0,,,,,,,
34,0,,,,0,0,,2025-09-20,30,1563,,,,,,,,Bizon,,105,0,52,0,,,,,,,
39,0,,,,0,0,,2025-09-20,32,823,,,,,,,,Bizon,,41,0,36,0,,,,,,,
2,0,,,,0,0,,2025-09-21,100,7395,,,,,,,,Bizon,,412,0,185,0,,,,,,,
11,0,,,,0,0,,2025-09-21,150,7083,,,,,,,,Bizon,,343,0,321,0,,,,,,,
7,0,,,,0,0,,2025-09-21,30,1503,,,,,,,,Bizon,,63,0,85,0,,,,,,,
25,0,,,,1,0,,2025-09-21,111,9281,,,,,,,,Bizon,,138,1,414,0,,,,,,,
41,0,,,,0,0,,2025-09-21,39,2422,,,,,,,,Bizon,,102,0,62,0,,,,,,,
5,0,,,,0,0,,2025-09-21,75,2214,,,,,,,,Bizon,,105,0,54,0,,,,,,,
12,0,,,,0,0,,2025-09-21,60,1366,,,,,,,,Bizon,,55,0,63,0,,,,,,,
26,0,,,,0,0,,2025-09-21,200,10657,,,,,,,,Bizon,,960,0,159,0,,,,,,,
24,0,,,,0,0,,2025-09-21,30,3135,,,,,,,,Bizon,,24,0,81,0,,,,,,,
27,0,,,,0,0,,2025-09-21,30,2069,,,,,,,,Bizon,,139,0,47,0,,,,,,,
3,0,,,,0,0,,2025-09-21,150,7074,,,,,,,,Bizon,,189,0,166,0,,,,,,,
28,0,,,,0,0,,2025-09-21,40,1329,,,,,,,,Bizon,,22,0,112,0,,,,,,,
36,0,,,,0,0,,2025-09-21,79,5071,,,,,,,,Bizon,,0,0,0,0,,,,,,,
34,0,,,,0,0,,2025-09-21,30,1563,,,,,,,,Bizon,,105,0,52,0,,,,,,,
39,0,,,,0,0,,2025-09-21,32,823,,,,,,,,Bizon,,41,0,36,0,,,,,,,
2,691,,,,13,0,,2025-09-22,100,7395,,,,,,,,Bizon,,417,8,193,5,,,,,,,
11,843,,,,18,0,,2025-09-22,150,7083,,,,,,,,Bizon,,357,9,330,14,,,,,,,
7,0,,,,0,0,,2025-09-22,30,1503,,,,,,,,Bizon,,63,0,85,0,,,,,,,
25,418,,,,8,0,,2025-09-22,111,9281,,,,,,,,Bizon,,138,8,422,0,,,,,,,
41,145,,,,6,0,,2025-09-22,39,2422,,,,,,,,Bizon,,104,5,67,2,,,,,,,
5,139,,,,2,0,,2025-09-22,75,2214,,,,,,,,Bizon,,106,1,55,1,,,,,,,
12,594,,,,6,0,,2025-09-22,60,2084,,,,,,,,Bizon,,56,5,68,1,,,,,,,
26,0,,,,0,0,,2025-09-22,200,10657,,,,,,,,Bizon,,960,0,159,0,,,,,,,
24,298,,,,7,0,,2025-09-22,30,3135,,,,,,,,Bizon,,24,7,88,0,,,,,,,
27,159,,,,3,0,,2025-09-22,30,2069,,,,,,,,Bizon,,139,3,50,0,,,,,,,
3,1363,,,,21,0,,2025-09-22,150,7074,,,,,,,,Bizon,,206,6,172,17,,,,,,,
28,0,,,,0,0,,2025-09-22,40,1329,,,,,,,,Bizon,,22,0,112,0,,,,,,,
36,770,,,,44,0,,2025-09-22,79,5071,,,,,,,,Bizon,,36,11,11,36,,,,,,,
34,299,,,,13,0,,2025-09-22,30,1563,,,,,,,,Bizon,,115,4,56,10,,,,,,,
39,301,,,,12,0,,2025-09-22,32,823,,,,,,,,Bizon,,48,5,41,7,,,,,,,
,0,,,,0,0,,2025-09-22,30,1535,,,,,,,,Bizon,,0,45,45,,,,,,,,
,0,,,,0,0,,2025-09-22,30,1535,,,,,,,,Bizon,,0,45,45,0,,,,,,,
,160,,,,8,0,,2025-09-22,30,1535,,,,,,,,Bizon,,5,49,49,5,,,,,,,
,280,,,,17,0,,2025-09-22,30,1535,,,,,,,,Bizon,,9,54,54,4,,,,,,,
46,280,,,,17,0,,2025-09-22,30,1535,,,,,,,,Bizon,,9,54,54,,,,,,,,
2,98,,,,4,0,,2025-09-23,100,7395,,,,,,,,Bizon,,422,-1,192,5,,,,,,,
11,398,,,,5,0,,2025-09-23,150,7083,,,,,,,,Bizon,,362,-1,329,5,,,,,,,
7,0,,,,0,0,,2025-09-23,30,1503,,,,,,,,Bizon,,63,0,85,0,,,,,,,
25,100,,,,5,0,,2025-09-23,111,9281,,,,,,,,Bizon,,138,5,427,0,,,,,,,
41,141,,,,6,0,,2025-09-23,39,2422,,,,,,,,Bizon,,106,4,71,2,,,,,,,
5,8,,,,0,0,,2025-09-23,75,2214,,,,,,,,Bizon,,106,0,55,0,,,,,,,
12,499,,,,7,0,,2025-09-23,60,2215,,,,,,,,Bizon,,62,5,73,6,,,,,,,
26,0,,,,0,0,,2025-09-23,200,10657,,,,,,,,Bizon,,960,0,159,0,,,,,,,
24,299,,,,4,0,,2025-09-23,30,3135,,,,,,,,Bizon,,24,4,92,0,,,,,,,
27,2,,,,0,0,,2025-09-23,30,2069,,,,,,,,Bizon,,139,0,50,0,,,,,,,
3,853,,,,11,0,,2025-09-23,150,7074,,,,,,,,Bizon,,215,4,176,9,,,,,,,
28,0,,,,0,0,,2025-09-23,40,1329,,,,,,,,Bizon,,22,0,112,0,,,,,,,
36,769,,,,68,0,,2025-09-23,79,5071,,,,,,,,Bizon,,89,19,30,53,,,,,,,
34,299,,,,7,0,,2025-09-23,30,1563,,,,,,,,Bizon,,118,5,61,3,,,,,,,
39,319,,,,12,0,,2025-09-23,32,823,,,,,,,,Bizon,,51,9,50,3,,,,,,,
46,280,,,,23,0,,2025-09-23,30,2318,,,,,,,,Bizon,,31,2,56,22,,,,,,,
2,1,,,,0,0,,2025-09-24,100,7395,,,,,,,,Bizon,,422,0,192,0,,,,,,,
11,1206,,,,45,0,,2025-09-24,150,8029,,,,,,,,Bizon,,396,13,342,34,,,,,,,
25,0,,,,1,0,,2025-09-24,111,9281,,,,,,,,Bizon,,138,1,428,0,,,,,,,
41,146,,,,5,0,,2025-09-24,39,2422,,,,,,,,Bizon,,106,5,76,0,,,,,,,
5,0,,,,0,0,,2025-09-24,75,2214,,,,,,,,Bizon,,106,0,55,0,,,,,,,
12,584,,,,6,0,,2025-09-24,60,2215,,,,,,,,Bizon,,64,4,77,2,,,,,,,
24,299,,,,4,0,,2025-09-24,30,3135,,,,,,,,Bizon,,24,4,96,0,,,,,,,
27,0,,,,1,0,,2025-09-24,30,2069,,,,,,,,Bizon,,139,2,52,0,,,,,,,
3,736,,,,1,0,,2025-09-24,150,7074,,,,,,,,Bizon,,220,-4,172,5,,,,,,,
28,0,,,,0,0,,2025-09-24,40,1329,,,,,,,,Bizon,,22,0,112,0,,,,,,,
